Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE16619	GSM417140	GPL3720	Tumor	418	265	0.5422	3.0779	0.0370	0.1059	0.0097	0.0276	0.5501	0.5035
GSE16619	GSM417141	GPL3720	Tumor	123	76	0.6518	8.0683	0.1322	0.0064	0.0060	0.0000	0.2929	0.5160
GSE16619	GSM417143	GPL3720	Tumor	321	396	1.7115	3.9085	0.2517	0.5566	0.0158	-0.0068	0.3979	0.4976
GSE16619	GSM417147	GPL3720	Tumor	349	534	1.2019	1.5356	0.5054	1.2213	0.0173	-0.0185	0.3681	0.5115
GSE16619	GSM417148	GPL3720	Tumor	208	238	1.6144	3.2121	0.1839	0.0357	0.0108	-0.0029	0.3309	0.5114
GSE16619	GSM417154	GPL3720	Tumor	74	259	5.7131	36.0111	0.2252	-0.1228	0.0071	0.0018	0.1068	0.4951
GSE16619	GSM417155	GPL3720	Tumor	133	332	1.9463	7.7937	0.1966	-0.1231	0.0063	-0.0100	0.3504	0.4941
GSE16619	GSM417157	GPL3720	Tumor	341	289	1.2199	1.9780	0.1555	0.2955	0.0193	0.0100	0.4847	0.4963
GSE16619	GSM417158	GPL3720	Tumor	192	400	3.5639	17.8920	0.0813	0.0259	0.0183	0.0007	0.4244	0.5062
GSE16619	GSM417159	GPL3720	Tumor	269	410	1.5763	4.0925	0.2763	0.1125	0.0054	0.0000	0.4211	0.4908
GSE16619	GSM417160	GPL3720	Tumor	137	207	0.3019	2.5633	0.0135	-0.0528	0.0141	0.0198	0.5324	0.4900
GSE16619	GSM417165	GPL3720	Tumor	87	292	-0.2112	13.4041	0.2208	-0.1299	0.0055	0.0000	0.1973	0.4864
GSE16619	GSM417167	GPL3720	Tumor	83	99	-2.0079	25.5387	0.2430	-0.0500	0.0067	0.0011	0.2366	0.5023
GSE16619	GSM417168	GPL3720	Tumor	244	321	2.2218	8.0782	0.2148	0.2883	0.0048	0.0406	0.6680	0.4773
GSE16619	GSM417169	GPL3720	Tumor	204	271	2.1011	6.5941	0.2211	1.0452	0.0176	0.0653	0.5445	0.4804
GSE16619	GSM417170	GPL3720	Tumor	199	292	-0.2432	10.2300	0.1400	-0.1103	0.0032	0.0000	0.4381	0.4828
GSE16619	GSM417171	GPL6804	Tumor	170	137	1.4757	10.9979	-0.0457	1.3915	-0.0146	-0.0174	0.4934	0.4970
GSE16619	GSM417174	GPL6804	Tumor	471	237	0.1184	3.0039	0.2434	1.3044	0.0348	0.0000	0.4224	0.4823
GSE16619	GSM417177	GPL6804	Tumor	696	1152	0.0232	1.9566	0.0510	0.7288	0.0031	0.0000	0.4494	0.4860
GSE16619	GSM417180	GPL6804	Tumor	238	263	-1.5461	6.8959	-0.0631	1.6938	0.0159	0.0052	0.4909	0.5166
GSE16619	GSM417181	GPL6804	Tumor	277	288	-1.5348	7.9418	-0.2134	1.1582	0.0174	0.0042	0.4717	0.4994
GSE16619	GSM417184	GPL6804	Tumor	109	306	1.1520	3.9133	0.3183	1.3005	0.0110	0.0231	0.7200	0.4784
GSE16619	GSM417187	GPL6804	Tumor	104	865	-0.2481	8.2526	0.2948	1.8269	0.0144	0.0028	0.1452	0.5189
GSE16619	GSM417188	GPL6804	Tumor	134	1441	-0.5270	4.7380	0.0639	0.7504	-0.0110	-0.0209	0.2001	0.4931
GSE16619	GSM417193	GPL6804	Tumor	311	449	0.0054	1.5547	0.0685	0.7591	0.0176	0.0617	0.5554	0.5064
GSE16619	GSM417194	GPL6804	Tumor	201	298	0.2750	8.7871	0.1703	1.2251	0.0317	-0.0051	0.3566	0.4989
GSE16619	GSM417195	GPL6804	Tumor	451	194	1.0363	3.4642	0.1199	1.7988	-0.0004	0.0106	0.6608	0.4908
GSE16619	GSM417196	GPL6804	Tumor	324	258	0.4154	1.9990	0.0891	0.5988	0.0267	0.0305	0.5109	0.4979
GSE16619	GSM417202	GPL6804	Tumor	114	894	-1.7100	6.6873	0.1062	1.0270	-0.0140	-0.0380	0.2890	0.5111
GSE16619	GSM417204	GPL6804	Tumor	355	259	-0.1514	1.6036	0.1104	0.4461	0.0022	0.0660	0.6061	0.4932
GSE16619	GSM417206	GPL6804	Tumor	2187	83	0.0900	1.7254	-0.0060	1.5905	0.0209	0.0277	0.5142	0.5004
GSE16619	GSM417207	GPL6804	Tumor	342	337	0.2541	4.2112	0.2564	1.1360	0.0225	0.0000	0.4558	0.5137
GSE16619	GSM417209	GPL6804	Tumor	430	374	-0.2657	7.4556	0.2943	1.3639	0.0234	0.0265	0.5093	0.5013
GSE16619	GSM417210	GPL6804	Tumor	348	503	0.2924	2.0167	-0.0197	1.0969	-0.0040	0.0000	0.5145	0.4952
GSE16619	GSM417212	GPL6804	Tumor	142	196	-1.2808	5.1007	-0.0475	0.9786	0.0062	0.0254	0.7771	0.5032
GSE16619	GSM417215	GPL6804	Tumor	240	469	0.9107	3.0651	0.2634	1.3461	0.0143	0.0000	0.3611	0.4865
GSE16619	GSM417216	GPL6804	Tumor	225	167	1.2198	5.2435	0.3094	1.2554	-0.0084	0.0000	0.5266	0.4727
GSE16619	GSM417217	GPL6804	Tumor	195	127	-0.0767	4.5665	0.1633	1.1136	0.0255	0.0193	0.3107	0.5176
GSE16619	GSM417219	GPL6804	Tumor	87	537	-1.7026	17.7447	0.3194	1.2662	0.0142	-0.0054	0.1722	0.4922
GSE16619	GSM417220	GPL6804	Tumor	230	594	-1.4806	3.9902	-0.0602	0.4757	0.0094	0.0781	0.5944	0.5023
GSE16619	GSM417221	GPL6804	Tumor	285	372	-0.2391	3.6021	0.1522	0.6810	-0.0091	0.0455	0.6286	0.5076
GSE16619	GSM417222	GPL6804	Tumor	288	388	-0.6198	5.3673	0.2337	0.8629	0.0138	-0.0503	0.2996	0.4942
GSE16619	GSM417223	GPL6804	Tumor	197	573	0.8030	5.0422	0.2962	1.1829	-0.0034	-0.0257	0.2115	0.5015
GSE16619	GSM417225	GPL6804	Tumor	88	500	0.4438	7.0609	0.2285	1.3969	0.0231	0.0119	0.0503	0.4879
GSE16619	GSM417229	GPL6804	Tumor	216	163	-1.1497	3.8875	0.2465	0.9430	0.0065	-0.0102	0.4102	0.4954
GSE16619	GSM417230	GPL6804	Tumor	88	374	-3.9251	24.4432	0.0156	1.2842	-0.0098	-0.0199	0.0913	0.4845
GSE16619	GSM417231	GPL6804	Tumor	331	738	0.7373	3.6472	0.1590	1.0249	-0.0062	-0.0295	0.3691	0.4794
GSE16619	GSM417232	GPL6804	Tumor	110	232	-1.3780	4.8541	0.0813	2.2907	0.0185	0.0061	0.0594	0.5056
GSE16619	GSM417234	GPL6804	Tumor	156	1469	-1.2052	4.9842	-0.0830	0.4622	0.0091	0.0188	0.5290	0.4964
GSE16619	GSM417235	GPL6804	Tumor	235	568	-1.0984	10.5953	0.0730	1.0268	0.0119	0.0000	0.3130	0.4929
GSE16619	GSM417236	GPL6804	Tumor	150	544	-1.0572	4.3592	0.0131	1.0756	0.0049	-0.0521	0.3045	0.5063
GSE16619	GSM417237	GPL6804	Tumor	132	492	1.0169	2.3038	0.5115	1.9917	0.0261	-0.0042	0.3060	0.5046
GSE16619	GSM417238	GPL6804	Tumor	153	779	1.1873	7.9008	0.3183	1.2300	-0.0288	-0.0416	0.3000	0.4965
GSE16619	GSM417239	GPL6804	Tumor	132	181	-1.1209	7.3449	0.3992	1.5655	0.0026	-0.0128	0.1258	0.4611
GSE16619	GSM417242	GPL6804	Tumor	177	564	0.7628	2.2477	0.0323	0.8046	-0.0160	-0.0270	0.2110	0.5055
GSE16619	GSM417243	GPL6804	Tumor	205	452	-1.3073	4.2501	-0.1948	1.2471	0.0166	0.0779	0.5747	0.4981
GSE16619	GSM417244	GPL6804	Tumor	153	101	0.5242	7.4234	0.3132	1.5599	0.0034	-0.0108	0.4214	0.4991
GSE16619	GSM417248	GPL6804	Tumor	162	342	0.8047	3.0868	0.1532	1.1435	-0.0093	-0.0190	0.2275	0.4715
GSE16619	GSM417251	GPL6804	Tumor	240	660	-0.4941	1.3660	0.0012	0.5347	0.0050	0.0000	0.4872	0.5082
GSE16619	GSM417252	GPL6804	Tumor	347	241	-0.1028	1.4528	-0.0714	1.0702	0.0206	0.0526	0.7129	0.5003
GSE16619	GSM417253	GPL6804	Tumor	1092	206	0.0573	1.2970	0.1372	0.8547	0.0210	-0.0141	0.4216	0.5075
GSE16619	GSM417254	GPL6804	Tumor	270	199	-1.0016	3.5577	0.0391	1.3510	0.0212	-0.0636	0.3354	0.5104
GSE16619	GSM417256	GPL6804	Tumor	188	947	1.5202	2.5506	0.2758	0.9905	-0.0026	0.0000	0.5234	0.4997
GSE16619	GSM417260	GPL6804	Tumor	146	347	0.7079	2.9176	0.0566	1.7840	0.0137	0.0408	0.5325	0.4862
GSE16619	GSM417359	GPL6804	Tumor	623	287	-0.1306	2.2888	0.2054	0.7927	0.0041	-0.0236	0.4213	0.4978
GSE16619	GSM417362	GPL6804	Tumor	281	534	0.0169	4.7922	0.1732	1.6015	0.0012	0.0137	0.5920	0.4994
GSE16619	GSM417364	GPL6804	Tumor	342	563	-0.5044	1.9766	-0.1559	0.8199	0.0273	0.0537	0.6458	0.5023
GSE16619	GSM417368	GPL6804	Tumor	139	110	-0.2622	10.0268	0.1768	1.5697	0.0106	0.0020	0.4576	0.4988
GSE16619	GSM417370	GPL6804	Tumor	283	960	0.8200	2.4413	0.2799	1.0316	-0.0313	-0.0613	0.4287	0.4935
GSE16619	GSM417373	GPL6804	Tumor	135	168	0.5084	1.0774	0.3658	1.3584	0.0063	-0.0178	0.1314	0.5107
GSE16619	GSM417374	GPL6804	Tumor	125	121	-1.7216	5.1389	0.1212	1.2884	-0.0013	-0.0105	0.4205	0.5035
GSE16619	GSM417377	GPL6804	Tumor	268	814	1.4497	3.6815	0.2536	1.1893	-0.0056	-0.0063	0.4968	0.5103
GSE16619	GSM417379	GPL6804	Tumor	161	1466	1.5309	7.0682	-0.0200	0.9690	-0.0041	-0.0174	0.3065	0.5718
GSE16619	GSM417384	GPL6804	Tumor	208	1728	-0.4360	7.3648	0.0643	0.8753	0.0130	0.0033	0.4069	0.4865
GSE16619	GSM417385	GPL6804	Tumor	169	786	-0.4407	3.6982	0.1388	1.2868	0.0006	-0.0479	0.2978	0.4503
GSE16619	GSM417139	GPL3720	Tumor	229	407	0.9416	1.8692	0.0920	0.1670	0.0124	0.0069	0.4685	0.5030
GSE16619	GSM417372	GPL6804	Tumor	96	491	-0.2701	6.6769	0.2598	1.4021	0.0291	0.0178	0.0512	0.5152
GSE16619	GSM417156	GPL3720	Tumor	186	366	1.6028	6.4357	0.1440	0.0265	0.0141	0.0000	0.4743	0.5065
GSE16619	GSM417258	GPL6804	Tumor	259	438	-0.5339	3.8151	0.0580	0.5464	-0.0045	0.0797	0.6158	0.5158
GSE16619	GSM417153	GPL3720	Tumor	105	337	3.0048	12.7027	0.0805	-0.0570	0.0109	0.0018	0.3345	0.4984
GSE16619	GSM417183	GPL6804	Tumor	284	306	0.5858	3.8903	0.1054	1.6293	0.0126	0.0074	0.4565	0.5006
GSE16619	GSM417386	GPL6804	Tumor	134	666	-2.0755	11.9221	0.0882	1.4911	0.0131	0.0033	0.1203	0.4847
GSE16619	GSM417172	GPL6804	Tumor	185	154	-0.8095	6.2022	0.0947	2.0748	0.0096	0.0294	0.6912	0.5076
GSE16619	GSM417371	GPL6804	Tumor	105	836	0.4759	6.1778	0.3062	1.4556	-0.0051	-0.0341	0.3591	0.4837
GSE16619	GSM417094	GPL3718	Tumor	362	356	-0.1224	1.3562	0.0517	0.9751	0.0063	-0.0107	0.4221	0.4879
GSE16619	GSM417105	GPL3718	Tumor	487	467	1.2201	1.7260	0.8400	3.7671	0.0118	-0.0221	0.3491	0.4988
GSE16619	GSM417114	GPL3718	Tumor	284	303	1.0788	3.9235	0.1616	1.2016	0.0057	0.0000	0.4631	0.4944
GSE16619	GSM417111	GPL3718	Tumor	236	374	-0.7352	11.5852	-0.0126	0.9127	0.0006	-0.0040	0.4002	0.4670
GSE16619	GSM417198	GPL6804	Tumor	156	128	-0.8317	9.2857	0.0147	1.4887	0.0071	0.0000	0.2707	0.5094
GSE16619	GSM417361	GPL6804	Tumor	143	129	-1.1187	5.2991	0.1705	1.4125	0.0143	0.0085	0.2370	0.4892
GSE16619	GSM417211	GPL6804	Tumor	355	388	-0.7156	3.9736	0.0238	1.1497	-0.0034	-0.0037	0.4939	0.4981
GSE16619	GSM417173	GPL6804	Tumor	130	563	-0.6481	7.7997	-0.1026	0.8340	-0.0028	-0.0227	0.4768	0.4864
GSE16619	GSM417246	GPL6804	Tumor	224	362	-0.4251	2.7329	0.1261	1.7223	0.0215	-0.0100	0.3787	0.4943
GSE16619	GSM417176	GPL6804	Tumor	224	138	-1.6796	13.6429	0.1197	1.6267	0.0081	0.0115	0.6033	0.5184
GSE16619	GSM417164	GPL3720	Tumor	303	380	0.5342	1.8407	0.2089	0.1408	0.0103	-0.0289	0.4065	0.4990
GSE16619	GSM417203	GPL6804	Tumor	274	639	-0.3276	2.8583	0.2410	1.0692	0.0266	0.0791	0.6206	0.4705
GSE16619	GSM417226	GPL6804	Tumor	290	318	0.6473	2.4246	0.3834	1.3510	-0.0037	0.0223	0.6433	0.5005
GSE16619	GSM417214	GPL6804	Tumor	317	1689	1.4043	5.5164	0.0296	0.9433	-0.0306	-0.0488	0.4629	0.4887
GSE16619	GSM417224	GPL6804	Tumor	141	640	-0.0361	5.6975	0.1531	0.9576	0.0016	-0.0247	0.4540	0.4947
GSE16619	GSM417126	GPL3718	Tumor	505	509	2.9966	16.5907	0.1442	2.2205	0.0056	0.0172	0.5538	0.4938
GSE16619	GSM417163	GPL3720	Tumor	80	208	2.0459	14.6250	0.2178	-0.1030	0.0007	-0.0043	0.1298	0.5083
GSE16619	GSM417179	GPL6804	Tumor	139	360	1.8774	3.3633	0.2609	1.9122	0.0221	-0.0223	0.4320	0.5014
GSE16619	GSM417136	GPL3720	Tumor	283	323	0.1623	3.4509	0.1909	0.1656	0.0115	-0.0114	0.4123	0.5003
GSE16619	GSM417375	GPL6804	Tumor	377	429	1.3722	2.1505	0.6445	3.4966	0.0027	-0.0183	0.2098	0.5587
GSE16619	GSM417091	GPL3718	Tumor	325	116	-0.8639	7.9812	-0.1092	2.2399	-0.0018	-0.0074	0.4724	0.4996
GSE16619	GSM417201	GPL6804	Tumor	473	395	-0.2424	4.1362	0.2097	1.1412	0.0160	0.0036	0.4110	0.5006
GSE16619	GSM417363	GPL6804	Tumor	984	616	-0.3019	1.0457	0.0098	0.3459	-0.0059	0.0442	0.7145	0.4984
GSE16619	GSM417228	GPL6804	Tumor	88	228	-2.3213	12.7549	0.3429	1.3586	0.0338	0.0736	0.5680	0.4586
GSE16619	GSM417245	GPL6804	Tumor	188	1212	1.6408	3.1109	0.6565	3.2052	0.0106	0.0029	0.1812	0.5128
GSE16619	GSM417087	GPL3718	Tumor	191	153	-0.8792	4.1293	-0.0722	1.1650	0.0002	-0.1114	0.4078	0.4859
GSE16619	GSM417186	GPL6804	Tumor	240	701	1.3396	3.7225	0.2499	1.4356	-0.0016	-0.0278	0.3315	0.5226
GSE16619	GSM417366	GPL6804	Tumor	888	221	0.2782	1.4226	0.0362	0.9817	-0.0052	-0.0258	0.4732	0.5032
GSE16619	GSM417369	GPL6804	Tumor	196	700	-0.4728	8.7108	0.3002	1.3327	-0.0036	-0.0090	0.4631	0.4994
GSE16619	GSM417365	GPL6804	Tumor	723	359	-0.3909	6.4169	0.0697	1.2215	-0.0000	0.0000	0.5349	0.5160
GSE16619	GSM417093	GPL3718	Tumor	288	501	1.1982	4.1291	0.0071	1.0195	0.0046	0.0367	0.5218	0.4997
GSE16619	GSM417189	GPL6804	Tumor	302	187	-0.7498	6.4411	0.0966	1.5282	0.0124	0.0146	0.5222	0.5006
GSE16619	GSM417144	GPL3720	Tumor	211	428	0.7242	4.2357	0.0853	-0.0568	0.0080	-0.0015	0.4491	0.5052
GSE16619	GSM417213	GPL6804	Tumor	363	486	-0.6951	3.1473	0.0144	0.7517	-0.0116	0.0505	0.5627	0.5072
GSE16619	GSM417205	GPL6804	Tumor	185	123	-3.2685	19.7211	0.0077	2.3480	0.0109	0.0121	0.5832	0.4970
GSE16619	GSM417106	GPL3718	Tumor	265	115	0.8036	2.8046	0.0398	1.6401	0.0001	-0.0064	0.3812	0.5051
GSE16619	GSM417099	GPL3718	Tumor	263	73	-0.2189	13.7505	-0.1428	1.7140	-0.0018	-0.0095	0.4355	0.4984
GSE16619	GSM417257	GPL6804	Tumor	599	368	1.1901	3.7759	0.3292	1.3446	0.0237	0.0318	0.5285	0.5029
GSE16619	GSM417376	GPL6804	Tumor	441	1721	1.3943	5.8283	0.2366	1.0008	-0.0249	-0.0307	0.4769	0.4996
GSE16619	GSM417117	GPL3718	Tumor	357	645	1.3926	3.1145	0.1597	1.3073	0.0034	0.0000	0.4607	0.4855
GSE16619	GSM417383	GPL6804	Tumor	459	741	-0.7760	4.4811	-0.0749	0.9979	0.0006	-0.0112	0.4409	0.4996
GSE16619	GSM417199	GPL6804	Tumor	320	502	-0.4588	1.5814	0.2113	0.7996	-0.0086	-0.0094	0.4832	0.4916
GSE16619	GSM417185	GPL6804	Tumor	223	199	-0.6962	2.1377	-0.0322	0.8472	0.0115	0.0096	0.4887	0.5077
GSE16619	GSM417191	GPL6804	Tumor	172	309	0.3035	1.8847	0.1783	1.6451	0.0208	0.0317	0.5113	0.4832
GSE16619	GSM417381	GPL6804	Tumor	661	841	0.3470	6.7438	0.1641	1.0682	-0.0018	-0.0077	0.4786	0.5000
GSE16619	GSM417152	GPL3720	Tumor	167	222	1.0550	2.5419	0.0271	0.5068	0.0079	0.0354	0.5472	0.4971
GSE16619	GSM417378	GPL6804	Tumor	310	291	1.2294	3.8800	0.1862	2.1955	-0.0047	0.0000	0.5337	0.5148
GSE16619	GSM417249	GPL6804	Tumor	685	530	0.5203	5.2719	0.0662	1.1691	0.0161	0.0471	0.5818	0.4980
GSE16619	GSM417107	GPL3718	Tumor	164	160	-3.4733	17.3402	-0.0773	1.9344	-0.0153	-0.0673	0.3074	0.4591
GSE16619	GSM417382	GPL6804	Tumor	144	1344	-1.7897	6.4936	0.1128	1.2662	0.0032	-0.0013	0.2996	0.4874
GSE16619	GSM417208	GPL6804	Tumor	247	111	0.8965	5.5918	0.0072	1.7230	0.0021	0.0043	0.5172	0.4935
GSE16619	GSM417218	GPL6804	Tumor	119	1058	1.6637	6.5431	0.3191	1.1042	-0.0205	-0.0503	0.2713	0.5176
GSE16619	GSM417125	GPL3718	Tumor	88	66	-0.8856	7.1514	-0.1179	1.7727	-0.0026	-0.0074	0.1544	0.4853
GSE16619	GSM417197	GPL6804	Tumor	259	547	0.2711	1.9596	0.1353	1.2303	-0.0002	0.0358	0.7763	0.4807
GSE16619	GSM417175	GPL6804	Tumor	294	447	0.6653	1.9698	0.4150	2.1217	0.0251	0.0075	0.3563	0.5014
GSE16619	GSM417122	GPL3718	Tumor	329	508	-0.1589	4.3522	0.2171	0.7253	0.0107	-0.0316	0.3971	0.5004
GSE16619	GSM417259	GPL6804	Tumor	149	923	0.1417	7.7745	0.2600	0.9344	-0.0310	-0.0354	0.4219	0.5205
GSE16619	GSM417360	GPL6804	Tumor	320	933	1.3620	3.7856	0.3450	1.5968	0.0225	0.0200	0.4598	0.5010
GSE16619	GSM417101	GPL3718	Tumor	498	374	1.6695	3.2975	0.4780	3.2474	0.0072	-0.0144	0.4129	0.4995
GSE16619	GSM417247	GPL6804	Tumor	1476	163	0.1001	2.9770	0.0060	1.2144	-0.0007	0.0000	0.5092	0.4885
GSE16619	GSM417145	GPL3720	Tumor	80	175	3.5994	16.4208	0.0483	0.0045	0.0095	-0.0061	0.0905	0.5024
GSE16619	GSM417178	GPL6804	Tumor	256	428	-0.0144	2.7741	0.0883	1.8195	0.0058	0.0158	0.6016	0.4875
GSE16619	GSM417131	GPL3720	Tumor	217	404	0.5427	2.8018	0.2259	0.5455	0.0215	0.0305	0.5193	0.4989
GSE16619	GSM417190	GPL6804	Tumor	140	375	0.8245	7.9591	0.3350	1.4914	0.0179	0.0070	0.4500	0.4909
GSE16619	GSM417227	GPL6804	Tumor	233	831	-0.3801	4.0670	0.0093	0.7377	-0.0076	0.0321	0.7047	0.4956
GSE16619	GSM417233	GPL6804	Tumor	139	727	-1.2751	8.5520	0.3717	1.5834	0.0107	0.0050	0.2417	0.5114
GSE16619	GSM417137	GPL3720	Tumor	134	169	-2.3514	17.8260	0.1023	0.3107	0.0090	-0.0241	0.3002	0.4511
GSE16619	GSM417255	GPL6804	Tumor	92	239	-2.3339	7.5734	0.1169	1.3393	0.0256	0.0156	0.0740	0.4790
GSE16619	GSM417109	GPL3718	Tumor	113	696	-2.7653	13.5361	-0.0726	0.9345	0.0067	-0.0011	0.3917	0.5055
GSE16619	GSM417182	GPL6804	Tumor	250	196	0.5105	6.6578	0.0900	1.6373	0.0091	0.0023	0.3931	0.5194
GSE16619	GSM417134	GPL3720	Tumor	161	318	0.9424	6.3534	0.0535	0.0008	0.0154	0.0251	0.6523	0.5127
GSE16619	GSM417149	GPL3720	Tumor	141	160	-2.4774	18.4857	0.1763	0.1123	-0.0002	-0.0507	0.3107	0.4711
GSE16619	GSM417115	GPL3718	Tumor	490	301	1.0313	1.9475	0.2611	2.0851	0.0078	0.0059	0.4994	0.5000
GSE16619	GSM417241	GPL6804	Tumor	86	247	1.9773	10.3438	0.3086	1.5809	-0.0064	-0.0178	0.0993	0.5102
GSE16619	GSM417142	GPL3720	Tumor	188	384	0.8890	1.4063	0.0157	0.0536	0.0218	0.1653	0.5692	0.5033
GSE16619	GSM417119	GPL3718	Tumor	262	619	2.1614	8.0143	0.3675	2.1373	0.0070	-0.0123	0.4463	0.5081
GSE16619	GSM417192	GPL6804	Tumor	209	154	0.6099	5.4855	0.1601	1.4251	0.0098	0.0121	0.5766	0.5083
GSE16619	GSM417146	GPL3720	Tumor	99	272	1.3197	10.8777	0.1743	-0.0609	0.0064	0.0324	0.7845	0.4886
GSE16619	GSM417250	GPL6804	Tumor	411	129	-0.6094	4.8599	0.1918	1.3018	0.0086	-0.0256	0.3768	0.4980
GSE16619	GSM417200	GPL6804	Tumor	129	1252	-2.3865	18.6659	-0.0630	1.2194	0.0215	0.0152	0.3083	0.5052
GSE16619	GSM417240	GPL6804	Tumor	168	919	1.9777	5.5819	0.3590	1.4280	-0.0152	-0.0545	0.4382	0.5064
GSE16619	GSM417151	GPL3720	Tumor	128	306	1.9876	7.9965	0.2075	-0.1604	0.0077	0.0032	0.4739	0.5171
GSE16619	GSM417110	GPL3718	Tumor	218	289	0.8423	1.5930	0.0027	1.2763	-0.0031	0.0314	0.5682	0.5045
GSE16619	GSM417150	GPL3720	Tumor	167	104	1.7187	14.6080	0.1180	0.1073	0.0086	0.0121	0.5563	0.4812
GSE16619	GSM417380	GPL6804	Tumor	699	505	-1.0106	2.3889	-0.1920	0.6399	0.0046	0.1021	0.5539	0.4948
GSE16619	GSM417162	GPL3720	Tumor	92	177	0.6939	13.3968	0.1780	-0.0366	0.0002	-0.0058	0.2592	0.4916
GSE16619	GSM417358	GPL6804	Tumor	447	1104	1.5276	3.2507	0.4930	1.9612	0.0079	-0.0251	0.3607	0.4988
GSE16619	GSM417097	GPL3718	Tumor	314	384	0.6405	1.1279	0.1638	1.1403	-0.0010	0.0019	0.5354	0.4828
GSE16619	GSM417166	GPL3720	Tumor	108	177	2.6879	8.4225	0.1159	-0.0139	0.0066	-0.0021	0.3755	0.5102
GSE16619	GSM417161	GPL3720	Tumor	221	391	2.0448	5.8036	0.2229	0.5302	0.0094	-0.0049	0.4378	0.4982
GSE16619	GSM417367	GPL6804	Tumor	230	243	0.8409	5.4292	0.2032	1.3928	0.0195	0.0099	0.4258	0.4995
GSE16619	GSM417103	GPL3718	Tumor	90	140	1.0575	12.3007	-0.1803	2.1598	0.0017	-0.0112	0.0963	0.4632
GSE19539	GSM492495	GPL6801	Normal	718	1003	-2.0043	8.0437	-0.6423	8.0260	-0.0161	-0.0117	0.5773	0.4947
GSE19539	GSM492496	GPL6801	Normal	856	806	-1.6364	5.7534	-0.6971	7.6142	0.1161	0.1194	0.5357	0.4987
GSE19539	GSM492497	GPL6801	Normal	440	1460	-1.5990	5.2506	-0.2645	3.1184	0.0631	0.0640	0.5220	0.4966
GSE19539	GSM492498	GPL6801	Normal	594	1307	-1.5391	4.1527	-0.4827	8.4234	0.1229	0.1228	0.4848	0.4983
GSE19539	GSM492499	GPL6801	Normal	2854	1454	-2.1064	15.0471	-0.1737	1.1776	-0.3192	-0.3047	0.5552	0.5018
GSE19539	GSM492500	GPL6801	Normal	1206	1598	-1.9846	8.2970	-0.7772	5.6838	-0.1138	-0.1068	0.5665	0.5005
GSE19539	GSM492501	GPL6801	Normal	1333	1046	-1.6907	6.4165	-0.3450	2.6595	0.1581	0.1534	0.4827	0.4990
GSE19539	GSM492502	GPL6801	Normal	792	1606	-2.0975	9.4418	-0.9953	15.2802	0.1794	0.1765	0.4803	0.5031
GSE19539	GSM492503	GPL6801	Normal	2094	1248	-2.1348	12.5315	-0.4458	3.8759	0.2053	0.2104	0.5428	0.4955
GSE19539	GSM492504	GPL6801	Normal	707	1624	-1.2147	4.6673	-0.2392	2.8970	0.1243	0.1280	0.5426	0.4997
GSE19539	GSM492505	GPL6801	Normal	515	1315	-1.7501	5.0490	-0.9747	17.6467	0.0695	0.0710	0.5264	0.5001
GSE19539	GSM492506	GPL6801	Normal	647	1458	-1.3728	5.5767	-0.3666	3.7488	0.1458	0.1472	0.5501	0.5006
GSE19539	GSM492507	GPL6801	Normal	1171	1782	-1.0401	3.5319	-0.2705	6.1660	0.0079	0.0062	0.4697	0.4996
GSE19539	GSM492508	GPL6801	Normal	1031	1274	-0.7696	3.8937	-0.1602	1.2155	-0.1705	-0.1586	0.5670	0.4978
GSE19539	GSM492509	GPL6801	Normal	392	1794	-1.9673	7.4387	-1.1425	7.5193	0.0418	0.0394	0.4476	0.4993
GSE19539	GSM492510	GPL6801	Normal	985	1404	-1.5922	8.3541	-0.2028	2.8928	0.1937	0.1972	0.5353	0.5030
GSE19539	GSM492511	GPL6801	Normal	414	1655	-1.1339	3.0429	-0.2919	2.7742	0.1033	0.1076	0.5294	0.4917
GSE19539	GSM492512	GPL6801	Normal	725	1410	-1.1423	3.8094	-0.5096	2.7793	-0.0252	-0.0252	0.4999	0.5064
GSE19539	GSM492513	GPL6801	Normal	2539	2116	-1.4828	14.9188	-0.3533	5.0804	0.0441	0.0357	0.4104	0.4996
GSE19539	GSM492514	GPL6801	Normal	257	1666	-1.7347	5.9212	-0.4234	2.4078	0.0463	0.0464	0.5091	0.5003
GSE19539	GSM492515	GPL6801	Normal	772	1658	-1.0784	3.2749	-0.4004	7.1252	-0.0407	-0.0398	0.5303	0.5012
GSE19539	GSM492517	GPL6801	Normal	1028	1707	-0.8397	3.3449	-0.1412	6.0960	0.0640	0.0633	0.4916	0.5002
GSE19539	GSM492516	GPL6801	Normal	787	1871	-0.9624	4.7880	-0.1916	4.6465	0.1063	0.1057	0.4903	0.4982
GSE19539	GSM492518	GPL6801	Normal	1735	1143	-1.3886	8.4136	-0.1270	6.0639	0.1600	0.1620	0.5393	0.5010
GSE19539	GSM492519	GPL6801	Normal	489	1541	-2.0070	7.2487	-0.8840	15.5322	-0.0422	-0.0411	0.5725	0.4981
GSE19539	GSM492520	GPL6801	Normal	622	1157	-1.2169	2.7620	-0.4467	2.5843	-0.1713	-0.1782	0.4450	0.5077
