Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM323003	GSE12906	1.9363	120	67	0.5643	2	-1.8599	poor	3: poor quality, indiscernible CNAs with many waves
GSM323004	GSE12906	1.9526	119	74	0.5598	2	-1.8576	poor	3: poor quality, indiscernible CNAs with many waves
GSM323005	GSE12906	2.0114	120	67	0.5626	2	-1.8034	poor	3: poor quality, indiscernible CNAs with many waves
GSM323006	GSE12906	1.964	119	94	0.4998	2	-2.0177	poor	3: poor quality, indiscernible CNAs with many waves
GSM323007	GSE12906	2.0067	118	68	0.5679	2	-1.7924	poor	3: poor quality, indiscernible CNAs with many waves
GSM323008	GSE12906	1.9611	120	72	0.5578	2	-1.8588	poor	3: poor quality, indiscernible CNAs with many waves
GSM323009	GSE12906	2.035	120	77	0.5302	2	-1.8821	poor	3: poor quality, indiscernible CNAs with many waves
GSM323010	GSE12906	1.7935	116	60	0.5275	2	-2.1031	poor	3: poor quality, indiscernible CNAs with many waves
GSM323011	GSE12906	1.9306	106	76	0.5438	2	-1.9564	poor	3: poor quality, indiscernible CNAs with many waves
GSM323012	GSE12906	1.8482	120	73	0.5669	2	-1.9064	poor	3: poor quality, indiscernible CNAs with many waves
GSM323013	GSE12906	1.9136	108	68	0.5621	2	-1.9118	poor	3: poor quality, indiscernible CNAs with many waves
GSM323014	GSE12906	1.8982	119	61	0.5604	2	-1.9108	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323015	GSE12906	2.0175	120	71	0.5667	2	-1.7812	poor	3: poor quality, indiscernible CNAs with many waves
GSM323016	GSE12906	1.9316	119	66	0.5666	2	-1.8583	poor	3: poor quality, indiscernible CNAs with many waves
GSM323017	GSE12906	1.8924	116	72	0.5439	2	-1.974	poor	3: poor quality, indiscernible CNAs with many waves
GSM323018	GSE12906	1.9883	120	101	0.5117	2	-1.9519	poor	3: poor quality, indiscernible CNAs with many waves
GSM323019	GSE12906	1.8377	116	70	0.4807	2	-2.1326	poor	3: poor quality, indiscernible CNAs with many waves
GSM323020	GSE12906	1.8781	91	66	0.5303	2	-2.0382	poor	3: poor quality, indiscernible CNAs with many waves
GSM323021	GSE12906	1.9754	120	66	0.5175	2	-1.9513	poor	3: poor quality, indiscernible CNAs with many waves
GSM323022	GSE12906	3.096	17	34	0.2589	1	2.4073	good	2: good quality, discernible CNAs with few waves
GSM323458	GSE12906	1.8328	119	130	0.5218	2	-1.9021	poor	3: poor quality, indiscernible CNAs with many waves
GSM323459	GSE12906	1.9763	120	63	0.6102	2	-1.6438	poor	3: poor quality, indiscernible CNAs with many waves
GSM323460	GSE12906	1.9741	120	100	0.5138	2	-1.9568	poor	3: poor quality, indiscernible CNAs with many waves
GSM323461	GSE12906	1.857	118	119	0.4903	2	-2.062	poor	3: poor quality, indiscernible CNAs with many waves
GSM323462	GSE12906	1.9196	114	77	0.3656	2	-1.6744	poor	3: poor quality, indiscernible CNAs with many waves
GSM323463	GSE12906	1.9944	120	100	0.5384	2	-1.852	poor	3: poor quality, indiscernible CNAs with many waves
GSM323464	GSE12906	1.8312	120	106	0.4927	2	-2.1048	poor	3: poor quality, indiscernible CNAs with many waves
GSM323465	GSE12906	1.7415	120	37	0.5224	2	-1.936	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323466	GSE12906	1.8322	120	79	0.4765	2	-2.1642	poor	3: poor quality, indiscernible CNAs with many waves
GSM323467	GSE12906	1.8469	117	41	0.5218	2	-1.8969	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323468	GSE12906	1.8837	118	69	0.5265	2	-2.03	poor	3: poor quality, indiscernible CNAs with many waves
GSM323469	GSE12906	2.0849	73	69	0.5168	2	-1.7726	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323470	GSE12906	1.5143	22	24	0.4283	1	0.0389	good	2: good quality, discernible CNAs with few waves
GSM323471	GSE12906	3.7093	8	25	0.3455	1	2.1578	good	2: good quality, discernible CNAs with few waves
GSM323472	GSE12906	2.3181	5	27	0.3093	1	1.6436	good	2: good quality, discernible CNAs with few waves
GSM323473	GSE12906	1.8678	115	79	0.522	2	-2.0584	poor	3: poor quality, indiscernible CNAs with many waves
GSM323474	GSE12906	1.8015	103	62	0.4511	2	-2.0207	poor	3: poor quality, indiscernible CNAs with many waves
GSM323475	GSE12906	1.92	119	60	0.4534	2	-1.8992	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323476	GSE12906	1.7964	112	115	0.4851	2	-2.1402	poor	3: poor quality, indiscernible CNAs with many waves
GSM323477	GSE12906	1.7687	120	69	0.4705	2	-2.1908	poor	3: poor quality, indiscernible CNAs with many waves
GSM323478	GSE12906	1.6355	13	29	0.5493	2	-1.0055	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323479	GSE12906	1.1385	120	22	0.4458	2	-1.1156	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323480	GSE12906	1.1648	120	22	0.4269	2	-0.8641	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323481	GSE12906	2.0844	5	30	0.3427	1	1.4761	good	2: good quality, discernible CNAs with few waves
GSM323482	GSE12906	1.9191	20	32	0.3536	1	1.4211	good	2: good quality, discernible CNAs with few waves
GSM323483	GSE12906	1.4239	34	25	0.4274	2	-0.2571	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323484	GSE12906	1.1664	120	23	0.5556	2	-1.826	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323485	GSE12906	1.6142	8	25	0.3548	1	1.2158	good	2: good quality, discernible CNAs with few waves
GSM323486	GSE12906	1.6548	7	24	0.3866	1	1.0237	good	2: good quality, discernible CNAs with few waves
GSM323487	GSE12906	1.5731	5	26	0.3656	1	1.1423	good	2: good quality, discernible CNAs with few waves
GSM323488	GSE12906	2.3732	13	29	0.3978	1	1.5967	good	2: good quality, discernible CNAs with few waves
GSM323489	GSE12906	2.5458	7	33	0.3366	1	1.7501	good	2: good quality, discernible CNAs with few waves
GSM323490	GSE12906	1.7996	8	25	0.4472	1	0.5365	good	2: good quality, discernible CNAs with few waves
GSM323491	GSE12906	1.7232	119	38	0.7779	2	-1.15	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323492	GSE12906	1.7921	120	57	0.6933	2	-1.3765	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323493	GSE12906	1.906	120	59	0.5235	2	-1.9906	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323494	GSE12906	1.8961	119	61	0.5067	2	-2.026	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323495	GSE12906	2.0781	117	80	0.5573	2	-1.7645	poor	3: poor quality, indiscernible CNAs with many waves
GSM323496	GSE12906	1.8895	113	92	0.4391	2	-2.1466	poor	3: poor quality, indiscernible CNAs with many waves
GSM323497	GSE12906	1.9538	120	57	0.5299	2	-1.9243	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323498	GSE12906	3.2366	30	73	0.5206	2	-0.1943	poor	1: hypersegmented, discernible CNAs with some waves
GSM323499	GSE12906	1.7442	85	50	0.5636	2	-2.0538	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323500	GSE12906	1.7278	89	39	0.5244	2	-1.9536	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323501	GSE12906	1.9039	120	71	0.5732	2	-1.8429	poor	3: poor quality, indiscernible CNAs with many waves
GSM323502	GSE12906	2.0143	116	63	0.5777	2	-1.7566	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323503	GSE12906	1.823	120	45	0.5303	2	-1.9764	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323504	GSE12906	1.8395	120	40	0.5625	2	-1.867	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323505	GSE12906	1.942	120	85	0.5026	2	-2.0325	poor	3: poor quality, indiscernible CNAs with many waves
GSM323506	GSE12906	1.7616	119	43	0.5242	2	-2.0172	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323507	GSE12906	1.7889	120	57	0.4236	2	-1.8505	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323578	GSE12906	1.9732	50	77	0.5513	2	-1.8269	poor	3: poor quality, indiscernible CNAs with many waves
GSM323579	GSE12906	1.8579	118	69	0.5426	2	-2.0062	poor	3: poor quality, indiscernible CNAs with many waves
GSM323580	GSE12906	1.9732	116	112	0.5308	2	-1.8729	poor	3: poor quality, indiscernible CNAs with many waves
GSM323581	GSE12906	1.9506	113	80	0.4986	2	-2.038	poor	3: poor quality, indiscernible CNAs with many waves
GSM323582	GSE12906	1.7691	115	81	0.3978	2	-2.0785	poor	3: poor quality, indiscernible CNAs with many waves
GSM323583	GSE12906	1.7386	115	75	0.5181	2	-2.1813	poor	3: poor quality, indiscernible CNAs with many waves
GSM323584	GSE12906	1.9134	118	118	0.5116	2	-1.9576	poor	3: poor quality, indiscernible CNAs with many waves
GSM323585	GSE12906	2.0248	120	123	0.4607	2	-2.0374	poor	3: poor quality, indiscernible CNAs with many waves
GSM323586	GSE12906	1.8832	120	86	0.4827	2	-2.1203	poor	3: poor quality, indiscernible CNAs with many waves
GSM323587	GSE12906	1.562	120	28	0.5397	2	-1.866	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323588	GSE12906	1.8341	102	82	0.5052	2	-2.1441	poor	3: poor quality, indiscernible CNAs with many waves
GSM323589	GSE12906	2.0106	18	93	0.4049	2	-1.4074	poor	3: poor quality, indiscernible CNAs with many waves
GSM323590	GSE12906	1.7522	120	79	0.5143	2	-2.1638	poor	3: poor quality, indiscernible CNAs with many waves
GSM323591	GSE12906	1.861	120	103	0.5141	2	-2.022	poor	3: poor quality, indiscernible CNAs with many waves
GSM323592	GSE12906	1.8479	116	80	0.4908	2	-2.1417	poor	3: poor quality, indiscernible CNAs with many waves
GSM323593	GSE12906	1.7896	119	90	0.4557	2	-2.2275	poor	3: poor quality, indiscernible CNAs with many waves
GSM323594	GSE12906	1.8301	116	79	0.4206	2	-2.0884	poor	3: poor quality, indiscernible CNAs with many waves
GSM323595	GSE12906	1.9316	112	83	0.5195	2	-2.013	poor	3: poor quality, indiscernible CNAs with many waves
GSM323596	GSE12906	1.8864	80	120	0.5012	2	-2.0765	poor	3: poor quality, indiscernible CNAs with many waves
GSM323597	GSE12906	1.9195	120	76	0.552	2	-1.9078	poor	3: poor quality, indiscernible CNAs with many waves
GSM323598	GSE12906	4.638	18	27	0.3106	1	2.7072	good	2: good quality, discernible CNAs with few waves
GSM323599	GSE12906	1.1518	118	24	0.3561	1	0.0947	good	5: good quality, control or without many CNAs
GSM323600	GSE12906	1.1468	120	23	0.4486	2	-1.222	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323601	GSE12906	1.1459	120	22	0.3796	2	-0.1458	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323602	GSE12906	1.8751	10	24	0.3439	1	1.5287	good	2: good quality, discernible CNAs with few waves
GSM323603	GSE12906	1.8739	120	109	0.567	2	-1.7618	poor	3: poor quality, indiscernible CNAs with many waves
GSM323604	GSE12906	1.7942	111	125	0.5185	2	-1.9784	poor	3: poor quality, indiscernible CNAs with many waves
GSM323605	GSE12906	7.8628	25	45	0.2769	1	2.5092	good	2: good quality, discernible CNAs with few waves
GSM323606	GSE12906	1.2986	86	30	0.2398	1	1.3884	good	5: good quality, control or without many CNAs
GSM323607	GSE12906	1.4909	9	26	0.2936	1	1.3693	good	5: good quality, control or without many CNAs
GSM323608	GSE12906	5.71	55	80	0.2478	1	1.6353	good	2: good quality, discernible CNAs with few waves
GSM323609	GSE12906	1.5634	7	27	0.2199	1	1.227	good	2: good quality, discernible CNAs with few waves
GSM323610	GSE12906	2.1447	25	42	0.3026	1	1.6098	good	2: good quality, discernible CNAs with few waves
GSM323611	GSE12906	2.4862	18	51	0.2474	1	1.2676	good	2: good quality, discernible CNAs with few waves
GSM323612	GSE12906	1.2351	120	28	0.2311	1	1.2745	good	5: good quality, control or without many CNAs
GSM323613	GSE12906	2.8758	24	67	0.2859	1	0.9017	good	2: good quality, discernible CNAs with few waves
GSM323614	GSE12906	1.3237	118	28	0.2372	1	1.2991	good	5: good quality, control or without many CNAs
GSM323615	GSE12906	5.7619	19	36	0.2647	1	2.6387	good	2: good quality, discernible CNAs with few waves
GSM323616	GSE12906	1.3111	109	27	0.2466	1	1.378	good	5: good quality, control or without many CNAs
GSM323617	GSE12906	1.963	5	25	0.2627	1	1.4858	good	2: good quality, discernible CNAs with few waves
GSM323618	GSE12906	8.3561	32	40	0.2688	1	2.4731	good	2: good quality, discernible CNAs with few waves
GSM323619	GSE12906	1.2201	120	26	0.2243	1	1.426	good	5: good quality, control or without many CNAs
GSM323620	GSE12906	1.5615	46	38	0.2335	1	1.375	good	2: good quality, discernible CNAs with few waves
GSM323621	GSE12906	2.3218	6	25	0.2778	1	1.6971	good	2: good quality, discernible CNAs with few waves
GSM323622	GSE12906	3.3323	17	27	0.2769	1	2.5415	good	2: good quality, discernible CNAs with few waves
GSM323623	GSE12906	4.9535	12	28	0.2634	1	2.2803	good	2: good quality, discernible CNAs with few waves
GSM323625	GSE12906	1.288	14	26	0.2532	1	1.2948	good	5: good quality, control or without many CNAs
GSM323626	GSE12906	1.4405	118	72	0.2754	2	-1.2768	poor	3: poor quality, indiscernible CNAs with many waves
GSM323627	GSE12906	1.4822	119	62	0.2915	2	-1.069	poor	3: poor quality, indiscernible CNAs with many waves
GSM323628	GSE12906	1.3016	115	30	0.4027	2	-1.0124	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323883	GSE12906	1.3928	120	46	0.4469	2	-2.1605	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323884	GSE12906	1.4146	120	51	0.3147	2	-0.9108	poor	3: poor quality, indiscernible CNAs with many waves
GSM323885	GSE12906	1.4774	117	88	0.2998	2	-1.7914	poor	3: poor quality, indiscernible CNAs with many waves
GSM323886	GSE12906	1.1444	120	22	0.3663	1	0.0696	good	5: good quality, control or without many CNAs
GSM323887	GSE12906	1.2494	120	25	0.2517	1	1.365	good	5: good quality, control or without many CNAs
GSM323888	GSE12906	5.1776	15	40	0.2522	1	2.3857	good	2: good quality, discernible CNAs with few waves
GSM323889	GSE12906	2.0525	14	41	0.2407	1	1.3268	good	2: good quality, discernible CNAs with few waves
GSM323890	GSE12906	6.1917	17	34	0.2423	1	2.3659	good	2: good quality, discernible CNAs with few waves
GSM323891	GSE12906	1.1801	120	26	0.2362	1	1.3591	good	5: good quality, control or without many CNAs
GSM323892	GSE12906	2.1755	18	28	0.2346	1	2.014	good	2: good quality, discernible CNAs with few waves
GSM323893	GSE12906	1.2411	120	22	0.3219	1	0.7961	good	5: good quality, control or without many CNAs
GSM323894	GSE12906	3.0788	6	29	0.2709	1	1.7564	good	2: good quality, discernible CNAs with few waves
GSM323895	GSE12906	1.6377	37	38	0.2827	1	1.2882	good	2: good quality, discernible CNAs with few waves
GSM323896	GSE12906	4.4146	18	26	0.2706	1	2.5368	good	2: good quality, discernible CNAs with few waves
GSM323897	GSE12906	1.3168	102	26	0.2858	1	1.1588	good	5: good quality, control or without many CNAs
GSM323898	GSE12906	2.4185	6	28	0.3141	1	1.7551	good	2: good quality, discernible CNAs with few waves
GSM323899	GSE12906	1.3548	120	29	0.2893	1	0.7705	good	5: good quality, control or without many CNAs
GSM323900	GSE12906	1.6534	3	22	0.3461	1	1.1795	good	2: good quality, discernible CNAs with few waves
GSM323901	GSE12906	4.4462	35	45	0.2705	1	2.8527	good	2: good quality, discernible CNAs with few waves
GSM323902	GSE12906	1.3691	3	25	0.27	1	1.111	good	5: good quality, control or without many CNAs
GSM323903	GSE12906	1.1677	119	24	0.4134	2	-0.8192	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM323904	GSE12906	5.0054	119	147	0.2787	2	-0.4387	poor	1: hypersegmented, discernible CNAs with some waves
GSM323905	GSE12906	1.374	120	26	0.2533	1	1.3372	good	5: good quality, control or without many CNAs
GSM323906	GSE12906	1.6268	42	39	0.2467	1	1.3634	good	2: good quality, discernible CNAs with few waves
GSM323907	GSE12906	1.8278	5	28	0.2243	1	1.2407	good	2: good quality, discernible CNAs with few waves
GSM323908	GSE12906	1.2661	120	22	0.2483	1	1.5692	good	5: good quality, control or without many CNAs
GSM323909	GSE12906	1.1787	120	22	0.2543	1	1.5001	good	5: good quality, control or without many CNAs
GSM323910	GSE12906	1.3477	109	25	0.2188	1	1.6309	good	5: good quality, control or without many CNAs
GSM323911	GSE12906	1.1967	120	22	0.3242	1	0.746	good	5: good quality, control or without many CNAs
GSM323912	GSE12906	1.1488	119	26	0.2191	1	1.4148	good	5: good quality, control or without many CNAs
GSM323913	GSE12906	1.4948	23	28	0.2452	1	1.6622	good	5: good quality, control or without many CNAs
GSM323914	GSE12906	1.1867	116	25	0.2421	1	1.4257	good	5: good quality, control or without many CNAs
GSM323915	GSE12906	1.1985	120	22	0.2408	1	1.5836	good	5: good quality, control or without many CNAs
GSM323916	GSE12906	1.3678	120	40	0.2548	1	0.3407	good	5: good quality, control or without many CNAs
GSM323917	GSE12906	1.4175	119	98	0.2666	2	-1.7229	poor	3: poor quality, indiscernible CNAs with many waves
GSM323918	GSE12906	1.3314	120	30	0.2676	1	0.9179	good	5: good quality, control or without many CNAs
GSM323919	GSE12906	2.0758	9	26	0.2543	1	1.7171	good	2: good quality, discernible CNAs with few waves
GSM323920	GSE12906	1.2253	120	24	0.2369	1	1.5016	good	5: good quality, control or without many CNAs
GSM323921	GSE12906	1.3429	120	24	0.2525	1	1.4569	good	5: good quality, control or without many CNAs
GSM323922	GSE12906	1.5377	120	80	0.2372	2	-1.1512	poor	3: poor quality, indiscernible CNAs with many waves
GSM323923	GSE12906	1.3578	120	25	0.232	1	1.5109	good	5: good quality, control or without many CNAs
GSM323924	GSE12906	1.5289	120	54	0.2432	2	-0.2663	poor	3: poor quality, indiscernible CNAs with many waves
GSM323925	GSE12906	1.1326	120	22	0.2449	1	1.5348	good	5: good quality, control or without many CNAs
GSM323926	GSE12906	1.1654	120	22	0.2522	1	1.5078	good	5: good quality, control or without many CNAs
GSM323927	GSE12906	1.6358	113	93	0.2436	2	-1.402	poor	3: poor quality, indiscernible CNAs with many waves
GSM323928	GSE12906	1.8146	5	45	0.3099	1	0.7746	good	2: good quality, discernible CNAs with few waves
GSM323929	GSE12906	4.4854	47	46	0.2556	1	2.7207	good	2: good quality, discernible CNAs with few waves
GSM323930	GSE12906	2.7161	39	49	0.4353	1	0.6102	good	2: good quality, discernible CNAs with few waves
GSM323931	GSE12906	2.8102	29	53	0.3931	1	1.1699	good	2: good quality, discernible CNAs with few waves
GSM323932	GSE12906	4.2776	16	34	0.3989	1	2.5836	good	2: good quality, discernible CNAs with few waves
GSM323933	GSE12906	4.2324	24	40	0.3117	1	2.925	good	2: good quality, discernible CNAs with few waves
GSM323934	GSE12906	4.5464	61	86	0.3377	1	1.1021	good	2: good quality, discernible CNAs with few waves
GSM323935	GSE12906	2.0354	5	28	0.2891	1	1.5332	good	2: good quality, discernible CNAs with few waves
GSM323936	GSE12906	1.6411	22	34	0.3077	1	1.3548	good	2: good quality, discernible CNAs with few waves
